date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:56:46	146661/146661	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:46:28%20GMT	http://clapat.ro/themes/bauman/images/projects/fh08.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/fh08.jpg	(from http://clapat.ro/themes/bauman/project09.html)
23:57:07	122313/122313	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:46:32%20GMT	http://clapat.ro/themes/bauman/images/projects/fh09.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/fh09.jpg	(from http://clapat.ro/themes/bauman/project09.html)
23:57:07	299951/299951	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2009:58:56%20GMT	http://clapat.ro/themes/bauman/images/09hero.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/09hero.jpg	(from http://clapat.ro/themes/bauman/project08.html)
23:57:23	94590/94590	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:46:35%20GMT	http://clapat.ro/themes/bauman/images/projects/fh10.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/fh10.jpg	(from http://clapat.ro/themes/bauman/project09.html)
23:57:33	451553/451553	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:49:22%20GMT	http://clapat.ro/themes/bauman/images/projects/fh01.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/fh01.jpg	(from http://clapat.ro/themes/bauman/project09.html)
23:57:45	492489/492489	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:49:25%20GMT	http://clapat.ro/themes/bauman/images/projects/fh02.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/fh02.jpg	(from http://clapat.ro/themes/bauman/project09.html)
23:58:06	197717/197717	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:49:34%20GMT	http://clapat.ro/themes/bauman/images/projects/fh05.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/fh05.jpg	(from http://clapat.ro/themes/bauman/project09.html)
23:58:13	305395/305395	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:49:31%20GMT	http://clapat.ro/themes/bauman/images/projects/fh04.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/fh04.jpg	(from http://clapat.ro/themes/bauman/project09.html)
23:58:23	234449/234449	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:49:38%20GMT	http://clapat.ro/themes/bauman/images/projects/fh06.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/fh06.jpg	(from http://clapat.ro/themes/bauman/project09.html)
23:58:35	549468/549468	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:49:28%20GMT	http://clapat.ro/themes/bauman/images/projects/fh03.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/fh03.jpg	(from http://clapat.ro/themes/bauman/project09.html)
23:58:43	119448/119448	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:46:39%20GMT	http://clapat.ro/themes/bauman/images/projects/fh11.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/fh11.jpg	(from http://clapat.ro/themes/bauman/project09.html)
23:58:54	296093/296093	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:49:42%20GMT	http://clapat.ro/themes/bauman/images/projects/fh07.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/fh07.jpg	(from http://clapat.ro/themes/bauman/project09.html)
23:58:56	128241/128241	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:46:42%20GMT	http://clapat.ro/themes/bauman/images/projects/fh12.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/fh12.jpg	(from http://clapat.ro/themes/bauman/project09.html)
23:58:57	87603/87603	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:46:45%20GMT	http://clapat.ro/themes/bauman/images/projects/fh13.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/fh13.jpg	(from http://clapat.ro/themes/bauman/project09.html)
23:59:04	319260/319260	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:46:57%20GMT	http://clapat.ro/themes/bauman/images/projects/fh17.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/fh17.jpg	(from http://clapat.ro/themes/bauman/project09.html)
23:59:07	81686/81686	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:46:51%20GMT	http://clapat.ro/themes/bauman/images/projects/fh15.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/fh15.jpg	(from http://clapat.ro/themes/bauman/project09.html)
23:59:22	89024/89024	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:46:48%20GMT	http://clapat.ro/themes/bauman/images/projects/fh14.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/fh14.jpg	(from http://clapat.ro/themes/bauman/project09.html)
23:59:23	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2003%20Jan%202023%2016:59:23%20GMT	http://clapat.ro/themes/bauman/css/owl.video.play.png	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/css/owl.video.play.6a.delayed	(from http://clapat.ro/themes/bauman/css/assets.css)
23:59:42	326933/326933	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:46:54%20GMT	http://clapat.ro/themes/bauman/images/projects/fh16.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/fh16.jpg	(from http://clapat.ro/themes/bauman/project09.html)
23:59:51	379112/379112	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:47:04%20GMT	http://clapat.ro/themes/bauman/images/projects/fh19.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/fh19.jpg	(from http://clapat.ro/themes/bauman/project09.html)
23:59:51	434807/434807	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Nov%202019%2011:47:01%20GMT	http://clapat.ro/themes/bauman/images/projects/fh18.jpg	C:/My%20Web%20Sites/web-architech-2/clapat.ro/themes/bauman/images/projects/fh18.jpg	(from http://clapat.ro/themes/bauman/project09.html)
